datetime,ambient_temperature,object_temperature,latitude,longitude,altitude
2024-04-04 11:55:07.373373,11.17,26.19,40.3467666,-74.6117716,34.5
2024-04-04 11:55:07.468591,11.17,26.01,40.3467666,-74.6117716,34.5
2024-04-04 11:55:07.568521,11.17,26.01,40.3467666,-74.6117716,34.5
2024-04-04 11:55:07.668734,11.17,26.05,40.3467666,-74.6117716,34.5
2024-04-04 11:55:07.768743,11.17,26.23,40.3467666,-74.6117716,34.5
2024-04-04 11:55:07.868644,11.17,26.09,40.3467666,-74.6117716,34.5
2024-04-04 11:55:07.968661,11.21,26.09,40.3467666,-74.6117716,34.5
2024-04-04 11:55:08.068645,11.21,26.35,40.3467666,-74.6117716,34.5
2024-04-04 11:55:08.168632,11.21,26.39,40.3467666,-74.6117716,34.5
2024-04-04 11:55:08.268567,11.21,26.39,40.3467666,-74.6117716,34.52
2024-04-04 11:55:08.368726,11.21,26.25,40.3467666,-74.6117716,34.52
2024-04-04 11:55:08.468768,11.21,26.47,40.3467666,-74.6117716,34.52
2024-04-04 11:55:08.568668,11.21,26.47,40.3467666,-74.6117716,34.52
2024-04-04 11:55:08.668629,11.21,26.25,40.3467666,-74.6117716,34.52
2024-04-04 11:55:08.768620,11.17,26.43,40.3467666,-74.6117716,34.52
2024-04-04 11:55:08.868577,11.19,26.43,40.3467666,-74.6117716,34.52
2024-04-04 11:55:08.968636,11.21,26.39,40.3467666,-74.6117716,34.52
2024-04-04 11:55:09.068626,11.21,26.25,40.3467666,-74.6117716,34.52
2024-04-04 11:55:09.168576,11.21,26.25,40.3467666,-74.6117716,34.52
2024-04-04 11:55:09.268545,11.17,25.87,40.3467664,-74.6117715,34.53
2024-04-04 11:55:09.368671,11.17,26.17,40.3467664,-74.6117715,34.53
2024-04-04 11:55:09.468717,11.17,26.31,40.3467664,-74.6117715,34.53
2024-04-04 11:55:09.568737,11.19,26.31,40.3467664,-74.6117715,34.53
2024-04-04 11:55:09.668530,11.19,26.03,40.3467664,-74.6117715,34.53
2024-04-04 11:55:09.768680,11.21,26.17,40.3467664,-74.6117715,34.53
