datetime,fname,label,confidence,latitude,longitude,altitude
2024-04-04 11:55:11.850282,filename-placeholder,shark,0.6496722102165222,40.3467664,-74.6117715,34.53
2024-04-04 11:55:11.850843,filename-placeholder,shark,0.6137444376945496,40.3467664,-74.6117715,34.53
2024-04-04 11:55:13.638988,filename-placeholder,person,0.6082279086112976,40.3467664,-74.6117716,34.56
2024-04-04 11:55:13.639435,filename-placeholder,person,0.5985754728317261,40.3467664,-74.6117716,34.56
2024-04-04 11:55:13.639739,filename-placeholder,shark,0.5157997012138367,40.3467664,-74.6117716,34.56
2024-04-04 11:55:13.639990,filename-placeholder,person,0.5107328295707703,40.3467664,-74.6117716,34.56
2024-04-04 11:55:15.649884,filename-placeholder,shark,0.6011513471603394,40.3467637,-74.6117716,34.64
2024-04-04 11:55:15.650545,filename-placeholder,person,0.5707565546035767,40.3467637,-74.6117716,34.64
2024-04-04 11:55:17.823610,filename-placeholder,person,0.5470012426376343,40.3467628,-74.6117715,34.66
2024-04-04 11:55:17.824024,filename-placeholder,person,0.5373730063438416,40.3467628,-74.6117715,34.66
2024-04-04 11:55:17.824283,filename-placeholder,shark,0.5361146926879883,40.3467628,-74.6117715,34.66
2024-04-04 11:55:19.946954,filename-placeholder,person,0.5725743174552917,40.3467617,-74.6117708,34.7
2024-04-04 11:55:19.947437,filename-placeholder,shark,0.5627024173736572,40.3467617,-74.6117708,34.7
2024-04-04 11:55:19.947764,filename-placeholder,shark,0.5500971674919128,40.3467617,-74.6117708,34.7
2024-04-04 11:55:19.948040,filename-placeholder,shark,0.5289899706840515,40.3467617,-74.6117708,34.7
2024-04-04 11:55:19.948308,filename-placeholder,person,0.5203641653060913,40.3467617,-74.6117708,34.7
2024-04-04 11:55:22.127357,filename-placeholder,person,0.5970961451530457,40.3467609,-74.6117702,34.66
2024-04-04 11:55:24.274562,filename-placeholder,person,0.6117799282073975,40.3467614,-74.6117688,34.63
2024-04-04 11:55:24.275038,filename-placeholder,shark,0.5727205276489258,40.3467614,-74.6117688,34.63
2024-04-04 11:55:24.275300,filename-placeholder,person,0.5101212859153748,40.3467614,-74.6117688,34.63
2024-04-04 11:55:26.453371,filename-placeholder,shark,0.6615349054336548,40.3467612,-74.611768,34.54
2024-04-04 11:55:26.453794,filename-placeholder,person,0.6498556137084961,40.3467612,-74.611768,34.54
2024-04-04 11:55:28.705360,filename-placeholder,person,0.5792331695556641,40.3467609,-74.6117676,34.47
2024-04-04 11:55:28.705777,filename-placeholder,shark,0.568055272102356,40.3467609,-74.6117676,34.47
2024-04-04 11:55:28.706039,filename-placeholder,person,0.549971342086792,40.3467609,-74.6117676,34.47
2024-04-04 11:55:28.706286,filename-placeholder,person,0.5278412699699402,40.3467609,-74.6117676,34.47
2024-04-04 11:55:35.168144,filename-placeholder,shark,0.7110577821731567,40.3467614,-74.6117666,34.62
2024-04-04 11:55:35.168570,filename-placeholder,shark,0.5037733316421509,40.3467614,-74.6117666,34.62
2024-04-04 11:55:35.168854,filename-placeholder,shark,0.5019630193710327,40.3467614,-74.6117666,34.62
2024-04-04 11:55:37.300762,filename-placeholder,shark,0.7194265127182007,40.346762,-74.6117667,34.67
2024-04-04 11:55:37.301181,filename-placeholder,person,0.6707922220230103,40.346762,-74.6117667,34.67
2024-04-04 11:55:37.301436,filename-placeholder,shark,0.638917088508606,40.346762,-74.6117667,34.67
2024-04-04 11:55:37.301703,filename-placeholder,shark,0.521624743938446,40.346762,-74.6117667,34.67
2024-04-04 11:55:37.301973,filename-placeholder,person,0.5200676918029785,40.346762,-74.6117667,34.67
2024-04-04 11:55:37.302238,filename-placeholder,shark,0.5028038024902344,40.346762,-74.6117667,34.67
2024-04-04 11:55:39.491338,filename-placeholder,shark,0.7679859399795532,40.3467628,-74.6117668,34.68
2024-04-04 11:55:39.491822,filename-placeholder,shark,0.6800771951675415,40.3467628,-74.6117668,34.68
2024-04-04 11:55:39.492100,filename-placeholder,shark,0.6113295555114746,40.3467628,-74.6117668,34.68
2024-04-04 11:55:39.492367,filename-placeholder,person,0.5985479354858398,40.3467628,-74.6117668,34.68
2024-04-04 11:55:39.492630,filename-placeholder,person,0.5629032850265503,40.3467628,-74.6117668,34.68
2024-04-04 11:55:39.492936,filename-placeholder,shark,0.5433847904205322,40.3467628,-74.6117668,34.68
2024-04-04 11:55:39.493199,filename-placeholder,person,0.5405455231666565,40.3467628,-74.6117668,34.68
2024-04-04 11:55:39.493460,filename-placeholder,shark,0.5363596081733704,40.3467628,-74.6117668,34.68
2024-04-04 11:55:41.610337,filename-placeholder,shark,0.7583529949188232,40.3467638,-74.6117672,34.68
2024-04-04 11:55:41.610770,filename-placeholder,person,0.647489070892334,40.3467638,-74.6117672,34.68
2024-04-04 11:55:41.611059,filename-placeholder,person,0.5595389604568481,40.3467638,-74.6117672,34.68
2024-04-04 11:55:41.611330,filename-placeholder,shark,0.5119271278381348,40.3467638,-74.6117672,34.68
2024-04-04 11:55:41.611666,filename-placeholder,shark,0.508725106716156,40.3467638,-74.6117672,34.68
2024-04-04 11:55:43.789136,filename-placeholder,shark,0.7300523519515991,40.3467651,-74.6117675,34.7
2024-04-04 11:55:43.789562,filename-placeholder,person,0.6533698439598083,40.3467651,-74.6117675,34.7
2024-04-04 11:55:43.789843,filename-placeholder,person,0.5776848793029785,40.3467651,-74.6117675,34.7
2024-04-04 11:55:43.790115,filename-placeholder,shark,0.5443690419197083,40.3467651,-74.6117675,34.7
2024-04-04 11:55:43.790381,filename-placeholder,shark,0.5021737813949585,40.3467651,-74.6117675,34.7
2024-04-04 11:55:45.960484,filename-placeholder,shark,0.7024356126785278,40.3467654,-74.6117677,34.67
2024-04-04 11:55:45.960928,filename-placeholder,person,0.6332159042358398,40.3467654,-74.6117677,34.67
2024-04-04 11:55:45.961219,filename-placeholder,person,0.6284524202346802,40.3467654,-74.6117677,34.67
2024-04-04 11:55:45.961493,filename-placeholder,shark,0.5486268997192383,40.3467654,-74.6117677,34.67
2024-04-04 11:55:45.961761,filename-placeholder,shark,0.5389240980148315,40.3467654,-74.6117677,34.67
2024-04-04 11:55:45.962027,filename-placeholder,shark,0.520336925983429,40.3467654,-74.6117677,34.67
2024-04-04 11:55:48.109408,filename-placeholder,shark,0.7360297441482544,40.3467641,-74.6117839,34.83
2024-04-04 11:55:48.109841,filename-placeholder,person,0.6547937989234924,40.3467641,-74.6117839,34.83
2024-04-04 11:55:48.110130,filename-placeholder,person,0.6128454208374023,40.3467641,-74.6117839,34.83
2024-04-04 11:55:48.110390,filename-placeholder,shark,0.5070441961288452,40.3467641,-74.6117839,34.83
2024-04-04 11:55:50.252285,filename-placeholder,shark,0.6870578527450562,40.3467691,-74.611798,35.36
2024-04-04 11:55:50.252702,filename-placeholder,person,0.6150676012039185,40.3467691,-74.611798,35.36
2024-04-04 11:55:50.252970,filename-placeholder,person,0.5914979577064514,40.3467691,-74.611798,35.36
2024-04-04 11:55:50.253278,filename-placeholder,shark,0.5717365145683289,40.3467691,-74.611798,35.36
2024-04-04 11:55:50.253599,filename-placeholder,shark,0.534767746925354,40.3467691,-74.611798,35.36
2024-04-04 11:55:52.381751,filename-placeholder,shark,0.6914432644844055,40.3467743,-74.6118127,34.86
2024-04-04 11:55:52.382169,filename-placeholder,shark,0.5597931146621704,40.3467743,-74.6118127,34.86
2024-04-04 11:55:52.382430,filename-placeholder,person,0.5553048849105835,40.3467743,-74.6118127,34.86
2024-04-04 11:55:52.382680,filename-placeholder,person,0.5511382222175598,40.3467743,-74.6118127,34.86
2024-04-04 11:55:52.382935,filename-placeholder,shark,0.517615795135498,40.3467743,-74.6118127,34.86
2024-04-04 11:55:52.383185,filename-placeholder,person,0.5075708031654358,40.3467743,-74.6118127,34.86
2024-04-04 11:55:54.534467,filename-placeholder,shark,0.7337183952331543,40.3467749,-74.6118131,34.89
2024-04-04 11:55:54.534923,filename-placeholder,person,0.6512409448623657,40.3467749,-74.6118131,34.89
2024-04-04 11:55:54.535210,filename-placeholder,person,0.6186332106590271,40.3467749,-74.6118131,34.89
2024-04-04 11:55:54.535529,filename-placeholder,shark,0.5969926714897156,40.3467749,-74.6118131,34.89
2024-04-04 11:55:54.535833,filename-placeholder,shark,0.5620535016059875,40.3467749,-74.6118131,34.89
2024-04-04 11:55:54.536084,filename-placeholder,shark,0.5265917778015137,40.3467749,-74.6118131,34.89
2024-04-04 11:55:54.536368,filename-placeholder,person,0.5150688290596008,40.3467749,-74.6118131,34.89
2024-04-04 11:55:54.536604,filename-placeholder,shark,0.5058286786079407,40.3467749,-74.6118131,34.89
2024-04-04 11:55:56.705618,filename-placeholder,shark,0.6571082472801208,40.3467748,-74.6118137,34.9
2024-04-04 11:55:56.706050,filename-placeholder,person,0.5757905840873718,40.3467748,-74.6118137,34.9
2024-04-04 11:55:56.706334,filename-placeholder,shark,0.5562247633934021,40.3467748,-74.6118137,34.9
2024-04-04 11:55:56.706606,filename-placeholder,person,0.5485328435897827,40.3467748,-74.6118137,34.9
2024-04-04 11:55:58.885670,filename-placeholder,person,0.6171419620513916,40.3467756,-74.611815,34.92
2024-04-04 11:55:58.886100,filename-placeholder,shark,0.6073363423347473,40.3467756,-74.611815,34.92
2024-04-04 11:55:58.886388,filename-placeholder,person,0.6026536226272583,40.3467756,-74.611815,34.92
2024-04-04 11:55:58.886657,filename-placeholder,person,0.5212966799736023,40.3467756,-74.611815,34.92
2024-04-04 11:55:58.886921,filename-placeholder,shark,0.5009651184082031,40.3467756,-74.611815,34.92
2024-04-04 11:56:01.069499,filename-placeholder,person,0.5983085632324219,40.3467762,-74.611816,34.91
2024-04-04 11:56:01.069921,filename-placeholder,shark,0.5657040476799011,40.3467762,-74.611816,34.91
2024-04-04 11:56:01.070193,filename-placeholder,shark,0.5476102232933044,40.3467762,-74.611816,34.91
